Skew,alphStatCov,Dose,Time,Cell,Kurtosis,Date,Variance,Ligand,Mean
0.75991786,-118924.3705,0.345679,0.5,Treg,-0.07276535,3/19/2019,10377656,IL15,3551.1523
1.0074981,-80901.79961,0.115226,0.5,Treg,2.1957932,3/19/2019,3716646.2,IL15,1015.38135
1.7698877,-106084.6618,0.038409,0.5,Treg,7.722413,3/19/2019,3222078.2,IL15,390.89795
0.9073902,20325.19363,0.012803,0.5,Treg,1.484611,3/19/2019,2542836,IL15,321.54785
11.99309,1023.934679,0.004268,0.5,Treg,322.002,3/19/2019,5584106.5,IL15,555.8594
2.3701694,-210351.2108,0.001423,0.5,Treg,10.242394,3/19/2019,4283035,IL15,442.6162
9.525636,-62417.76816,0.000474,0.5,Treg,128.54385,3/19/2019,7537101.5,IL15,0
5.3225064,-847968.3661,84,0.5,Thelper,48.96187,3/19/2019,1751264800,IL15,28253.443
1.7152828,351531.5443,28,0.5,Thelper,5.598239,3/19/2019,742714800,IL15,27357.535
1.3950326,215023.8164,9.333333,0.5,Thelper,1.4186125,3/19/2019,588551940,IL15,19042.723
1.133191,-455305.4361,3.111,0.5,Thelper,1.8867517,3/19/2019,802953400,IL15,27589.582
1.0812762,-268600.4968,1.037037,0.5,Thelper,0.45462227,3/19/2019,316789600,IL15,15671.57
1.3711374,236192.179,0.345679,0.5,Thelper,2.221458,3/19/2019,11788047,IL15,2839.2234
1.6884832,392038.7189,0.115226,0.5,Thelper,4.4642925,3/19/2019,4467053,IL15,1271.0701
0.83251095,125665.2626,0.038409,0.5,Thelper,0.43821168,3/19/2019,3756531.8,IL15,990.7388
1.3026223,657.779007,0.012803,0.5,Thelper,1.8305922,3/19/2019,3007122.5,IL15,1019.13257
1.7117982,68577.31371,0.004268,0.5,Thelper,9.688833,3/19/2019,2194001.2,IL15,686.17334
2.5020947,-89684.332,0.001423,0.5,Thelper,9.293201,3/19/2019,6034861.5,IL15,1126.457
2.405289,-4015.258073,0.000474,0.5,Thelper,11.254195,3/19/2019,2162350.2,IL15,0
0.67513144,2856205.51,84,4,Treg,0.00203824,3/27/2019,153044720,IL2,10635.02
0.5342683,2294139.325,28,4,Treg,-0.37917852,3/27/2019,134587870,IL2,10537.592
0.8537102,3770272.447,9.333333,4,Treg,0.27323127,3/27/2019,244949300,IL2,13858.98
0.7030685,3899808.075,3.111,4,Treg,0.01120472,3/27/2019,216093260,IL2,13086.123
0.7117123,4465196.914,1.037037,4,Treg,-0.21923876,3/27/2019,226626450,IL2,12842.674
1.1507525,6094097.425,0.345679,4,Treg,0.7425451,3/27/2019,417749950,IL2,14130.326
1.311219,7218525.284,0.115226,4,Treg,0.95456934,3/27/2019,545679400,IL2,15066.9375
1.5540406,6439276.918,0.038409,4,Treg,1.6267047,3/27/2019,436343600,IL2,11691.969
2.4550512,5134403.678,0.012803,4,Treg,6.783576,3/27/2019,290525280,IL2,6899.933
2.9068255,3087817.297,0.004268,4,Treg,8.839211,3/27/2019,119391040,IL2,2492.3687
3.537332,2466487.838,0.001423,4,Treg,13.608618,3/27/2019,97300890,IL2,1575.0122
4.477928,1305363.276,0.000474,4,Treg,24.9495,3/27/2019,41425644,IL2,0
1.3792889,2201602.634,84,4,Thelper,2.2181044,3/27/2019,112112376,IL2,7220.1963
1.4381249,2063219.286,28,4,Thelper,2.0662212,3/27/2019,99084360,IL2,6297.1387
1.8126205,2744056.259,9.333333,4,Thelper,6.046151,3/27/2019,167323570,IL2,8735.453
1.5825047,2786412.947,3.111,4,Thelper,2.6018934,3/27/2019,141876060,IL2,7922.711
1.8776642,3211943.764,1.037037,4,Thelper,3.9585152,3/27/2019,132927870,IL2,7081.2197
2.2422094,5102137.338,0.345679,4,Thelper,5.38659,3/27/2019,220605040,IL2,8622.524
4.7150517,7247484.749,0.115226,4,Thelper,89.45748,3/27/2019,309915170,IL2,8336.281
3.2269943,5452894.807,0.038409,4,Thelper,11.955563,3/27/2019,175518930,IL2,5377.4375
5.833843,2219679.908,0.012803,4,Thelper,64.68928,3/27/2019,64595620,IL2,2341.2637
7.996351,410087.6709,0.004268,4,Thelper,124.20368,3/27/2019,13620643,IL2,399.42773
6.6328225,18115.65858,0.001423,4,Thelper,109.79767,3/27/2019,5474985,IL2,157.04541
3.4994109,-145286.1354,0.000474,4,Thelper,42.73673,3/27/2019,3609739.5,IL2,0
1.2718093,6186849.664,84,2,Treg,0.74998355,3/27/2019,784279600,IL2,18604.717
1.3384092,6743846.113,28,2,Treg,0.9521568,3/27/2019,776669100,IL2,17958.78
1.363054,6258246.877,9.333333,2,Treg,0.9315469,3/27/2019,709255800,IL2,16668.89
1.5011894,6436271.991,3.111,2,Treg,1.4491057,3/27/2019,707667100,IL2,16062.654
1.4216261,7225941.845,1.037037,2,Treg,1.1273403,3/27/2019,644971600,IL2,15076.381
10.056555,5770309.513,0.345679,2,Treg,233.94786,3/27/2019,728885700,IL2,10799.572
1.4477144,7726503.787,0.115226,2,Treg,1.0990524,3/27/2019,542274500,IL2,12925.078
1.9594228,6419947.745,0.038409,2,Treg,2.9710603,3/27/2019,386440400,IL2,8268.471
2.5966258,4638252.655,0.012803,2,Treg,6.677953,3/27/2019,213936670,IL2,4220.318
3.0849075,3240433.517,0.004268,2,Treg,9.931133,3/27/2019,121674424,IL2,1831.7456
3.7196517,2923201.76,0.001423,2,Treg,17.021193,3/27/2019,114913470,IL2,1283.4917
4.211687,1628783.126,0.000474,2,Treg,22.573835,3/27/2019,55734356,IL2,0
1.4418145,3761258.39,84,2,Thelper,1.8078828,3/27/2019,593211700,IL2,18523.791
1.4735856,2644335.146,28,2,Thelper,1.8814259,3/27/2019,527019300,IL2,17408.574
1.6105946,3088413.67,9.333333,2,Thelper,2.580502,3/27/2019,483808600,IL2,16401.252
1.8319573,3040750.36,3.111,2,Thelper,3.6495538,3/27/2019,381134430,IL2,13936.041
2.5004416,5192874.236,1.037037,2,Thelper,7.0806866,3/27/2019,271063500,IL2,9325.486
2.8872063,4299961.012,0.345679,2,Thelper,9.369669,3/27/2019,190186240,IL2,7054.482
7.895749,3737996.677,0.115226,2,Thelper,244.56459,3/27/2019,131184664,IL2,4342.4536
5.1510873,1438758.769,0.038409,2,Thelper,35.08634,3/27/2019,39615532,IL2,1802.4199
6.7214594,223351.4819,0.012803,2,Thelper,88.117966,3/27/2019,8383474,IL2,470.32715
5.5098386,-60751.22624,0.004268,2,Thelper,95.856155,3/27/2019,3914504,IL2,45.59131
6.708217,-33701.58978,0.001423,2,Thelper,109.140526,3/27/2019,4527830.5,IL2,0
58.02269,-160494.8346,0.000474,2,Thelper,5929.1265,3/27/2019,7674506.5,IL2,0.088378906
1.0081044,9242686.251,84,1,Treg,-0.117959976,3/27/2019,993336770,IL2,22891.562
4.155686,8107163.971,28,1,Treg,72.472435,3/27/2019,1030754370,IL2,22747.781
1.069134,8132392.391,9.333333,1,Treg,0.22859359,3/27/2019,863281700,IL2,21412.844
1.1482717,8514144.913,3.111,1,Treg,0.24055052,3/27/2019,922968000,IL2,21082.71
1.3099341,7491348.916,1.037037,1,Treg,0.7192111,3/27/2019,697260700,IL2,16816.93
1.4891793,8362570.36,0.345679,1,Treg,1.2455368,3/27/2019,618176800,IL2,14220.179
35.408207,8355493.713,0.115226,1,Treg,1622.205,3/27/2019,2234580700,IL2,12464.175
49.92129,5417906.638,0.038409,1,Treg,2508.89,3/27/2019,62189140000,IL2,15513.946
2.2966225,5181562.789,0.012803,1,Treg,5.0373964,3/27/2019,191077300,IL2,4732.3887
2.6845155,3571035.325,0.004268,1,Treg,7.8202915,3/27/2019,107750800,IL2,2400.207
47.05957,2165630.589,0.001423,1,Treg,2249.4587,3/27/2019,4467126300,IL2,2225.5195
4.667582,1638888.772,0.000474,1,Treg,28.447832,3/27/2019,53267228,IL2,0
1.2517867,1556165.435,84,1,Thelper,1.0563073,3/27/2019,581359360,IL2,19549.047
1.1538398,2697145.643,28,1,Thelper,0.77165055,3/27/2019,575410050,IL2,20521.803
1.2397047,1552903.051,9.333333,1,Thelper,1.1374712,3/27/2019,487171900,IL2,18330.932
1.4176657,2879501.517,3.111,1,Thelper,1.7581453,3/27/2019,483426600,IL2,17751.338
2.0019124,8870168.406,1.037037,1,Thelper,3.5709686,3/27/2019,435365500,IL2,12556.787
2.855747,5112293.202,0.345679,1,Thelper,9.133728,3/27/2019,180947420,IL2,6623.7646
5.179554,2466531.168,0.115226,1,Thelper,65.53028,3/27/2019,68063144,IL2,3174.2192
73.52405,1023788.466,0.038409,1,Thelper,8096.3604,3/27/2019,70485080,IL2,1492.1738
116.26359,131065.595,0.012803,1,Thelper,14441.682,3/27/2019,77326024,IL2,434.18652
10.393022,-61693.72116,0.004268,1,Thelper,281.36307,3/27/2019,4934117.5,IL2,89.15527
3.339594,-139702.6629,0.001423,1,Thelper,40.516975,3/27/2019,2884413.8,IL2,0
46.367958,-186189.6779,0.000474,1,Thelper,4097.3936,3/27/2019,6688216.5,IL2,84.25049
0.7995181,8916145.866,84,0.5,Treg,-0.2624836,3/27/2019,1077715100,IL2,27318.016
0.784602,9273991.159,28,0.5,Treg,-0.2374568,3/27/2019,1124243300,IL2,28635.312
0.71031463,9728123.92,9.333333,0.5,Treg,-0.5264728,3/27/2019,983748740,IL2,26852.355
11.537094,9331761.043,3.111,0.5,Treg,329.85986,3/27/2019,1548745900,IL2,25324.016
0.98746634,11524433.94,1.037037,0.5,Treg,-0.27305365,3/27/2019,1026882000,IL2,22082.104
1.6840932,8066244.075,0.345679,0.5,Treg,1.8117318,3/27/2019,484258720,IL2,10369.738
1.6796727,8528409.146,0.115226,0.5,Treg,1.9483886,3/27/2019,475032160,IL2,10080.334
2.0492468,5818694.057,0.038409,0.5,Treg,3.4276052,3/27/2019,233588780,IL2,5083.2925
2.8234844,3725003.043,0.012803,0.5,Treg,8.380114,3/27/2019,138675550,IL2,2374.101
3.5670326,3225150.973,0.004268,0.5,Treg,16.400408,3/27/2019,130049910,IL2,1697.69
3.7679727,2570797.993,0.001423,0.5,Treg,16.459637,3/27/2019,90357520,IL2,491.7456
3.7711031,1988758.545,0.000474,0.5,Treg,16.349232,3/27/2019,70815224,IL2,0
0.7885424,6114211.052,84,0.5,Thelper,0.12924242,3/27/2019,831162240,IL2,29643.547
0.71760607,4358022.028,28,0.5,Thelper,-0.1525631,3/27/2019,830328260,IL2,30141.363
0.8097626,5720102.814,9.333333,0.5,Thelper,-0.045454264,3/27/2019,696051800,IL2,25960.865
5.7460427,8336775.305,3.111,0.5,Thelper,211.7967,3/27/2019,715966660,IL2,22712.379
2.129743,10169623.46,1.037037,0.5,Thelper,4.25446,3/27/2019,469878300,IL2,12027.17
4.706256,2034729.036,0.345679,0.5,Thelper,30.216545,3/27/2019,56833736,IL2,2761.4448
